series_id        	year	period	       value	footnote_codes
PRS88003051      	2010	Q04	         5.4	
PRS88003051      	2010	Q05	         5.5	
PRS88003051      	2011	Q01	         5.1	
PRS88003051      	2011	Q02	         5.8	
PRS88003051      	2011	Q03	         4.6	
PRS88003051      	2011	Q04	         5.0	
PRS88003051      	2011	Q05	         5.1	
PRS88003051      	2012	Q01	         7.2	
PRS88003051      	2012	Q02	         6.0	
PRS88003051      	2012	Q03	         4.4	
PRS88003051      	2012	Q04	         6.0	
PRS88003051      	2012	Q05	         5.9	
PRS88003051      	2013	Q01	         4.2	
PRS88003051      	2013	Q02	         3.5	
PRS88003051      	2013	Q03	         4.2	
PRS88003051      	2013	Q04	         3.2	
PRS88003051      	2013	Q05	         3.8	
PRS88003051      	2014	Q01	         2.6	
PRS88003051      	2014	Q02	         4.4	
PRS88003051      	2014	Q03	         6.6	
PRS88003051      	2014	Q04	         6.9	
PRS88003051      	2014	Q05	         5.2	
PRS88003051      	2015	Q01	         6.6	
PRS88003051      	2015	Q02	         4.6	
PRS88003051      	2015	Q03	         3.5	
PRS88003051      	2015	Q04	         2.2	
PRS88003051      	2015	Q05	         4.2	
PRS88003051      	2016	Q01	         2.0	
PRS88003051      	2016	Q02	         1.0	
PRS88003051      	2016	Q03	         0.7	
PRS88003051      	2016	Q04	         1.7	
PRS88003051      	2016	Q05	         1.3	
PRS88003051      	2017	Q01	         3.3	
PRS88003051      	2017	Q02	         4.9	
PRS88003051      	2017	Q03	         4.6	
PRS88003051      	2017	Q04	         5.4	
PRS88003051      	2017	Q05	         4.5	
PRS88003051      	2018	Q01	         5.3	
PRS88003051      	2018	Q02	         5.8	
PRS88003051      	2018	Q03	         6.5	
PRS88003051      	2018	Q04	         5.6	
PRS88003051      	2018	Q05	         5.8	
PRS88003051      	2019	Q01	         5.1	
PRS88003051      	2019	Q02	         4.4	
PRS88003051      	2019	Q03	         4.3	
PRS88003051      	2019	Q04	         4.1	
PRS88003051      	2019	Q05	         4.5	
PRS88003051      	2020	Q01	         1.6	
PRS88003051      	2020	Q02	       -10.7	
PRS88003051      	2020	Q03	        -3.0	
PRS88003051      	2020	Q04	         0.9	
PRS88003051      	2020	Q05	        -2.8	
PRS88003051      	2021	Q01	         5.9	
PRS88003051      	2021	Q02	        24.2	
PRS88003051      	2021	Q03	        16.2	
PRS88003051      	2021	Q04	        14.6	
PRS88003051      	2021	Q05	        15.0	
PRS88003051      	2022	Q01	        14.0	
PRS88003051      	2022	Q02	        12.9	
PRS88003051      	2022	Q03	        12.0	
PRS88003051      	2022	Q04	         8.6	
PRS88003051      	2022	Q05	        11.8	
PRS88003051      	2023	Q01	         6.2	
PRS88003051      	2023	Q02	         4.4	
PRS88003051      	2023	Q03	         3.9	
PRS88003051      	2023	Q04	         5.5	
PRS88003051      	2023	Q05	         5.0	
PRS88003051      	2024	Q01	         6.2	
PRS88003051      	2024	Q02	         6.1	
PRS88003051      	2024	Q03	         5.2	R
PRS88003052      	1995	Q01	         2.9	
PRS88003052      	1995	Q02	         4.3	
PRS88003052      	1995	Q03	         8.4	
PRS88003052      	1995	Q04	         4.8	
PRS88003052      	1995	Q05	         5.9	
PRS88003052      	1996	Q01	         6.1	
PRS88003052      	1996	Q02	         7.2	
PRS88003052      	1996	Q03	         6.0	
PRS88003052      	1996	Q04	         7.4	
PRS88003052      	1996	Q05	         6.3	
PRS88003052      	1997	Q01	         7.6	
PRS88003052      	1997	Q02	         6.6	
PRS88003052      	1997	Q03	         9.5	
PRS88003052      	1997	Q04	         6.4	
PRS88003052      	1997	Q05	         7.3	
PRS88003052      	1998	Q01	         2.4	
PRS88003052      	1998	Q02	         6.3	
PRS88003052      	1998	Q03	         7.7	
PRS88003052      	1998	Q04	         4.1	
PRS88003052      	1998	Q05	         5.8	
PRS88003052      	1999	Q01	         8.7	
PRS88003052      	1999	Q02	         4.2	
PRS88003052      	1999	Q03	         3.3	
PRS88003052      	1999	Q04	         8.2	
PRS88003052      	1999	Q05	         6.0	
PRS88003052      	2000	Q01	        13.0	
PRS88003052      	2000	Q02	         3.3	
PRS88003052      	2000	Q03	         5.3	
PRS88003052      	2000	Q04	        -0.5	
PRS88003052      	2000	Q05	         6.6	
PRS88003052      	2001	Q01	        -3.5	
PRS88003052      	2001	Q02	        -0.1	
PRS88003052      	2001	Q03	        -3.2	
PRS88003052      	2001	Q04	        -2.8	
PRS88003052      	2001	Q05	        -0.7	
PRS88003052      	2002	Q01	         3.4	
PRS88003052      	2002	Q02	         4.4	
PRS88003052      	2002	Q03	         2.4	
PRS88003052      	2002	Q04	         5.4	
PRS88003052      	2002	Q05	         1.3	
PRS88003052      	2003	Q01	        -1.3	
PRS88003052      	2003	Q02	         4.9	
PRS88003052      	2003	Q03	         7.2	
PRS88003052      	2003	Q04	         6.1	
PRS88003052      	2003	Q05	         3.4	
PRS88003052      	2004	Q01	         7.2	
PRS88003052      	2004	Q02	         8.4	
PRS88003052      	2004	Q03	         8.4	
PRS88003052      	2004	Q04	         3.2	
PRS88003052      	2004	Q05	         7.0	
PRS88003052      	2005	Q01	         9.3	
PRS88003052      	2005	Q02	         8.6	
PRS88003052      	2005	Q03	         2.9	
PRS88003052      	2005	Q04	        12.5	
PRS88003052      	2005	Q05	         7.2	
PRS88003052      	2006	Q01	         8.2	
PRS88003052      	2006	Q02	         2.1	
PRS88003052      	2006	Q03	         8.3	
PRS88003052      	2006	Q04	         2.1	
PRS88003052      	2006	Q05	         6.8	
PRS88003052      	2007	Q01	         5.2	
PRS88003052      	2007	Q02	         3.7	
PRS88003052      	2007	Q03	        -3.5	
PRS88003052      	2007	Q04	         4.5	
PRS88003052      	2007	Q05	         3.4	
PRS88003052      	2008	Q01	        -0.5	
PRS88003052      	2008	Q02	         0.5	
PRS88003052      	2008	Q03	         7.9	
PRS88003052      	2008	Q04	        -8.8	
PRS88003052      	2008	Q05	         1.0	
PRS88003052      	2009	Q01	       -19.3	
PRS88003052      	2009	Q02	        -3.0	
PRS88003052      	2009	Q03	         1.0	
PRS88003052      	2009	Q04	        10.4	
PRS88003052      	2009	Q05	        -5.8	
PRS88003052      	2010	Q01	         4.9	
PRS88003052      	2010	Q02	         6.8	
PRS88003052      	2010	Q03	         9.6	
PRS88003052      	2010	Q04	         0.3	
PRS88003052      	2010	Q05	         5.5	
PRS88003052      	2011	Q01	         3.9	
PRS88003052      	2011	Q02	         9.8	
PRS88003052      	2011	Q03	         4.6	
PRS88003052      	2011	Q04	         2.1	
PRS88003052      	2011	Q05	         5.1	
PRS88003052      	2012	Q01	        12.6	
PRS88003052      	2012	Q02	         4.9	
PRS88003052      	2012	Q03	        -1.5	
PRS88003052      	2012	Q04	         8.5	
PRS88003052      	2012	Q05	         5.9	
PRS88003052      	2013	Q01	         5.0	
PRS88003052      	2013	Q02	         2.4	
PRS88003052      	2013	Q03	         0.9	
PRS88003052      	2013	Q04	         4.7	
PRS88003052      	2013	Q05	         3.8	
PRS88003052      	2014	Q01	         2.4	
PRS88003052      	2014	Q02	         9.9	
PRS88003052      	2014	Q03	         9.7	
PRS88003052      	2014	Q04	         5.6	
PRS88003052      	2014	Q05	         5.2	
PRS88003052      	2015	Q01	         1.2	
PRS88003052      	2015	Q02	         2.1	
PRS88003052      	2015	Q03	         5.1	
PRS88003052      	2015	Q04	         0.5	
PRS88003052      	2015	Q05	         4.2	
PRS88003052      	2016	Q01	         0.3	
PRS88003052      	2016	Q02	        -1.9	
PRS88003052      	2016	Q03	         4.0	
PRS88003052      	2016	Q04	         4.3	
PRS88003052      	2016	Q05	         1.3	
PRS88003052      	2017	Q01	         6.8	
PRS88003052      	2017	Q02	         4.4	
PRS88003052      	2017	Q03	         3.1	
PRS88003052      	2017	Q04	         7.5	
PRS88003052      	2017	Q05	         4.5	
PRS88003052      	2018	Q01	         6.3	
PRS88003052      	2018	Q02	         6.3	
PRS88003052      	2018	Q03	         5.9	
PRS88003052      	2018	Q04	         3.8	
PRS88003052      	2018	Q05	         5.8	
PRS88003052      	2019	Q01	         4.5	
PRS88003052      	2019	Q02	         3.3	
PRS88003052      	2019	Q03	         5.4	
PRS88003052      	2019	Q04	         3.3	
PRS88003052      	2019	Q05	         4.5	
PRS88003052      	2020	Q01	        -5.2	
PRS88003052      	2020	Q02	       -38.4	
PRS88003052      	2020	Q03	        46.7	
PRS88003052      	2020	Q04	        20.9	
PRS88003052      	2020	Q05	        -2.8	
PRS88003052      	2021	Q01	        15.2	
PRS88003052      	2021	Q02	        16.6	
PRS88003052      	2021	Q03	        12.3	
PRS88003052      	2021	Q04	        14.2	
PRS88003052      	2021	Q05	        15.0	
PRS88003052      	2022	Q01	        13.0	
PRS88003052      	2022	Q02	        11.9	
PRS88003052      	2022	Q03	         8.9	
PRS88003052      	2022	Q04	         0.9	
PRS88003052      	2022	Q05	        11.8	
PRS88003052      	2023	Q01	         3.6	
PRS88003052      	2023	Q02	         4.5	
PRS88003052      	2023	Q03	         6.6	
PRS88003052      	2023	Q04	         7.4	
PRS88003052      	2023	Q05	         5.0	
PRS88003052      	2024	Q01	         6.4	
PRS88003052      	2024	Q02	         3.9	
PRS88003052      	2024	Q03	         3.2	R
PRS88003053      	1995	Q01	      40.501	
PRS88003053      	1995	Q02	      40.925	
PRS88003053      	1995	Q03	      41.761	
PRS88003053      	1995	Q04	      42.253	
PRS88003053      	1995	Q05	      41.360	
PRS88003053      	1996	Q01	      42.886	
PRS88003053      	1996	Q02	      43.639	
PRS88003053      	1996	Q03	      44.278	
PRS88003053      	1996	Q04	      45.071	
PRS88003053      	1996	Q05	      43.968	
PRS88003053      	1997	Q01	      45.899	
PRS88003053      	1997	Q02	      46.636	
PRS88003053      	1997	Q03	      47.701	
PRS88003053      	1997	Q04	      48.450	
PRS88003053      	1997	Q05	      47.172	
PRS88003053      	1998	Q01	      48.734	
PRS88003053      	1998	Q02	      49.487	
PRS88003053      	1998	Q03	      50.416	
PRS88003053      	1998	Q04	      50.931	
PRS88003053      	1998	Q05	      49.892	
PRS88003053      	1999	Q01	      52.010	
PRS88003053      	1999	Q02	      52.543	
PRS88003053      	1999	Q03	      52.977	
PRS88003053      	1999	Q04	      54.037	
PRS88003053      	1999	Q05	      52.892	
PRS88003053      	2000	Q01	      55.713	
PRS88003053      	2000	Q02	      56.161	
PRS88003053      	2000	Q03	      56.889	
PRS88003053      	2000	Q04	      56.824	
PRS88003053      	2000	Q05	      56.397	
PRS88003053      	2001	Q01	      56.314	
PRS88003053      	2001	Q02	      56.304	
PRS88003053      	2001	Q03	      55.849	
PRS88003053      	2001	Q04	      55.458	
PRS88003053      	2001	Q05	      55.981	
PRS88003053      	2002	Q01	      55.918	
PRS88003053      	2002	Q02	      56.525	
PRS88003053      	2002	Q03	      56.866	
PRS88003053      	2002	Q04	      57.620	
PRS88003053      	2002	Q05	      56.732	
PRS88003053      	2003	Q01	      57.428	
PRS88003053      	2003	Q02	      58.125	
PRS88003053      	2003	Q03	      59.140	
PRS88003053      	2003	Q04	      60.020	
PRS88003053      	2003	Q05	      58.679	
PRS88003053      	2004	Q01	      61.079	
PRS88003053      	2004	Q02	      62.322	
PRS88003053      	2004	Q03	      63.592	
PRS88003053      	2004	Q04	      64.091	
PRS88003053      	2004	Q05	      62.771	
PRS88003053      	2005	Q01	      65.527	
PRS88003053      	2005	Q02	      66.892	
PRS88003053      	2005	Q03	      67.368	
PRS88003053      	2005	Q04	      69.386	
PRS88003053      	2005	Q05	      67.293	
PRS88003053      	2006	Q01	      70.764	
PRS88003053      	2006	Q02	      71.138	
PRS88003053      	2006	Q03	      72.578	
PRS88003053      	2006	Q04	      72.952	
PRS88003053      	2006	Q05	      71.858	
PRS88003053      	2007	Q01	      73.881	
PRS88003053      	2007	Q02	      74.561	
PRS88003053      	2007	Q03	      73.908	
PRS88003053      	2007	Q04	      74.734	
PRS88003053      	2007	Q05	      74.271	
PRS88003053      	2008	Q01	      74.640	
PRS88003053      	2008	Q02	      74.731	
PRS88003053      	2008	Q03	      76.168	
PRS88003053      	2008	Q04	      74.424	
PRS88003053      	2008	Q05	      74.991	
PRS88003053      	2009	Q01	      70.534	
PRS88003053      	2009	Q02	      69.995	
PRS88003053      	2009	Q03	      70.169	
PRS88003053      	2009	Q04	      71.923	
PRS88003053      	2009	Q05	      70.655	
PRS88003053      	2010	Q01	      72.795	
PRS88003053      	2010	Q02	      74.006	
PRS88003053      	2010	Q03	      75.723	
PRS88003053      	2010	Q04	      75.781	
PRS88003053      	2010	Q05	      74.576	
PRS88003053      	2011	Q01	      76.504	
PRS88003053      	2011	Q02	      78.308	
PRS88003053      	2011	Q03	      79.192	
PRS88003053      	2011	Q04	      79.606	
PRS88003053      	2011	Q05	      78.403	
PRS88003053      	2012	Q01	      81.995	
PRS88003053      	2012	Q02	      82.984	
PRS88003053      	2012	Q03	      82.671	
PRS88003053      	2012	Q04	      84.377	
PRS88003053      	2012	Q05	      83.007	
PRS88003053      	2013	Q01	      85.416	
PRS88003053      	2013	Q02	      85.929	
PRS88003053      	2013	Q03	      86.125	
PRS88003053      	2013	Q04	      87.116	
PRS88003053      	2013	Q05	      86.147	
PRS88003053      	2014	Q01	      87.644	
PRS88003053      	2014	Q02	      89.745	
PRS88003053      	2014	Q03	      91.852	
PRS88003053      	2014	Q04	      93.109	
PRS88003053      	2014	Q05	      90.587	
PRS88003053      	2015	Q01	      93.392	
PRS88003053      	2015	Q02	      93.888	
PRS88003053      	2015	Q03	      95.059	
PRS88003053      	2015	Q04	      95.182	
PRS88003053      	2015	Q05	      94.380	
PRS88003053      	2016	Q01	      95.262	
PRS88003053      	2016	Q02	      94.815	
PRS88003053      	2016	Q03	      95.754	
PRS88003053      	2016	Q04	      96.768	
PRS88003053      	2016	Q05	      95.650	
PRS88003053      	2017	Q01	      98.365	
PRS88003053      	2017	Q02	      99.427	
PRS88003053      	2017	Q03	     100.189	
PRS88003053      	2017	Q04	     102.019	
PRS88003053      	2017	Q05	     100.000	
PRS88003053      	2018	Q01	     103.588	
PRS88003053      	2018	Q02	     105.186	
PRS88003053      	2018	Q03	     106.701	
PRS88003053      	2018	Q04	     107.710	
PRS88003053      	2018	Q05	     105.796	
PRS88003053      	2019	Q01	     108.902	
PRS88003053      	2019	Q02	     109.786	
PRS88003053      	2019	Q03	     111.247	
PRS88003053      	2019	Q04	     112.161	
PRS88003053      	2019	Q05	     110.524	
PRS88003053      	2020	Q01	     110.673	
PRS88003053      	2020	Q02	      98.037	
PRS88003053      	2020	Q03	     107.890	
PRS88003053      	2020	Q04	     113.129	
PRS88003053      	2020	Q05	     107.432	
PRS88003053      	2021	Q01	     117.210	
PRS88003053      	2021	Q02	     121.808	
PRS88003053      	2021	Q03	     125.392	
PRS88003053      	2021	Q04	     129.613	
PRS88003053      	2021	Q05	     123.506	
PRS88003053      	2022	Q01	     133.647	
PRS88003053      	2022	Q02	     137.466	
PRS88003053      	2022	Q03	     140.423	
PRS88003053      	2022	Q04	     140.722	
PRS88003053      	2022	Q05	     138.065	
PRS88003053      	2023	Q01	     141.961	
PRS88003053      	2023	Q02	     143.524	
PRS88003053      	2023	Q03	     145.832	
PRS88003053      	2023	Q04	     148.453	
PRS88003053      	2023	Q05	     144.942	
PRS88003053      	2024	Q01	     150.765	
PRS88003053      	2024	Q02	     152.227	
PRS88003053      	2024	Q03	     153.423	R
PRS88003061      	1995	Q01	         6.2	
PRS88003061      	1995	Q02	         4.9	
PRS88003061      	1995	Q03	         5.2	
PRS88003061      	1995	Q04	         4.8	
PRS88003061      	1995	Q05	         5.2	
PRS88003061      	1996	Q01	         4.7	
PRS88003061      	1996	Q02	         5.6	
PRS88003061      	1996	Q03	         6.0	
PRS88003061      	1996	Q04	         6.3	
PRS88003061      	1996	Q05	         5.7	
PRS88003061      	1997	Q01	         7.2	
PRS88003061      	1997	Q02	         6.8	
PRS88003061      	1997	Q03	         7.1	
PRS88003061      	1997	Q04	         8.1	
PRS88003061      	1997	Q05	         7.3	
PRS88003061      	1998	Q01	         8.1	
PRS88003061      	1998	Q02	         8.4	
PRS88003061      	1998	Q03	         8.3	
PRS88003061      	1998	Q04	         7.5	
PRS88003061      	1998	Q05	         8.1	
PRS88003061      	1999	Q01	         7.7	
PRS88003061      	1999	Q02	         6.7	
PRS88003061      	1999	Q03	         6.3	
PRS88003061      	1999	Q04	         7.2	
PRS88003061      	1999	Q05	         7.0	
PRS88003061      	2000	Q01	         9.2	
PRS88003061      	2000	Q02	         8.8	
PRS88003061      	2000	Q03	         9.5	
PRS88003061      	2000	Q04	         7.3	
PRS88003061      	2000	Q05	         8.7	
PRS88003061      	2001	Q01	         2.0	
PRS88003061      	2001	Q02	         0.9	
PRS88003061      	2001	Q03	        -1.9	
PRS88003061      	2001	Q04	        -2.6	
PRS88003061      	2001	Q05	        -0.4	
PRS88003061      	2002	Q01	        -2.6	
PRS88003061      	2002	Q02	        -1.3	
PRS88003061      	2002	Q03	        -0.5	
PRS88003061      	2002	Q04	        -0.2	
PRS88003061      	2002	Q05	        -1.2	
PRS88003061      	2003	Q01	         0.3	
PRS88003061      	2003	Q02	         0.7	
PRS88003061      	2003	Q03	         1.8	
PRS88003061      	2003	Q04	         3.2	
PRS88003061      	2003	Q05	         1.5	
PRS88003061      	2004	Q01	         4.2	
PRS88003061      	2004	Q02	         4.7	
PRS88003061      	2004	Q03	         5.3	
PRS88003061      	2004	Q04	         4.4	
PRS88003061      	2004	Q05	         4.6	
PRS88003061      	2005	Q01	         5.1	
PRS88003061      	2005	Q02	         4.3	
PRS88003061      	2005	Q03	         4.0	
PRS88003061      	2005	Q04	         4.5	
PRS88003061      	2005	Q05	         4.5	
PRS88003061      	2006	Q01	         5.8	
PRS88003061      	2006	Q02	         5.3	
PRS88003061      	2006	Q03	         4.3	
PRS88003061      	2006	Q04	         4.9	
PRS88003061      	2006	Q05	         5.1	
PRS88003061      	2007	Q01	         4.8	
PRS88003061      	2007	Q02	         4.7	
PRS88003061      	2007	Q03	         4.3	
PRS88003061      	2007	Q04	         3.6	
PRS88003061      	2007	Q05	         4.4	
PRS88003061      	2008	Q01	         2.2	
PRS88003061      	2008	Q02	         1.7	
PRS88003061      	2008	Q03	         1.5	
PRS88003061      	2008	Q04	         0.0	
PRS88003061      	2008	Q05	         1.3	
PRS88003061      	2009	Q01	        -6.6	
PRS88003061      	2009	Q02	        -6.2	
PRS88003061      	2009	Q03	        -6.5	
PRS88003061      	2009	Q04	        -5.4	
PRS88003061      	2009	Q05	        -6.2	
PRS88003061      	2010	Q01	        -0.1	
PRS88003061      	2010	Q02	         1.4	
PRS88003061      	2010	Q03	         2.8	
PRS88003061      	2010	Q04	         2.9	
PRS88003061      	2010	Q05	         1.8	
PRS88003061      	2011	Q01	         6.4	
PRS88003061      	2011	Q02	         4.9	
PRS88003061      	2011	Q03	         4.9	
PRS88003061      	2011	Q04	         3.7	
PRS88003061      	2011	Q05	         4.9	
PRS88003061      	2012	Q01	         4.5	
PRS88003061      	2012	Q02	         5.3	
PRS88003061      	2012	Q03	         4.4	
PRS88003061      	2012	Q04	         7.3	
PRS88003061      	2012	Q05	         5.4	
PRS88003061      	2013	Q01	         3.7	
PRS88003061      	2013	Q02	         3.7	
PRS88003061      	2013	Q03	         4.0	
PRS88003061      	2013	Q04	         2.9	
PRS88003061      	2013	Q05	         3.6	
PRS88003061      	2014	Q01	         4.8	
PRS88003061      	2014	Q02	         4.8	
PRS88003061      	2014	Q03	         5.8	
PRS88003061      	2014	Q04	         6.3	
PRS88003061      	2014	Q05	         5.4	
PRS88003061      	2015	Q01	         5.7	
PRS88003061      	2015	Q02	         5.8	
PRS88003061      	2015	Q03	         5.5	
PRS88003061      	2015	Q04	         4.5	
PRS88003061      	2015	Q05	         5.4	
PRS88003061      	2016	Q01	         3.0	
PRS88003061      	2016	Q02	         2.5	
PRS88003061      	2016	Q03	         2.4	
PRS88003061      	2016	Q04	         3.0	
PRS88003061      	2016	Q05	         2.7	
PRS88003061      	2017	Q01	         4.6	
PRS88003061      	2017	Q02	         5.0	
PRS88003061      	2017	Q03	         5.3	
PRS88003061      	2017	Q04	         5.6	
PRS88003061      	2017	Q05	         5.1	
PRS88003061      	2018	Q01	         5.8	
PRS88003061      	2018	Q02	         5.6	
PRS88003061      	2018	Q03	         5.8	
PRS88003061      	2018	Q04	         5.1	
PRS88003061      	2018	Q05	         5.6	
PRS88003061      	2019	Q01	         5.6	
PRS88003061      	2019	Q02	         5.4	
PRS88003061      	2019	Q03	         4.2	
PRS88003061      	2019	Q04	         4.4	
PRS88003061      	2019	Q05	         4.9	
PRS88003061      	2020	Q01	         2.9	
PRS88003061      	2020	Q02	        -5.3	
PRS88003061      	2020	Q03	        -0.3	
PRS88003061      	2020	Q04	         3.0	
PRS88003061      	2020	Q05	         0.1	
PRS88003061      	2021	Q01	         3.3	
PRS88003061      	2021	Q02	        15.1	
PRS88003061      	2021	Q03	        12.3	
PRS88003061      	2021	Q04	        10.8	
PRS88003061      	2021	Q05	        10.3	
PRS88003061      	2022	Q01	        11.3	
PRS88003061      	2022	Q02	         9.1	
PRS88003061      	2022	Q03	         8.3	
PRS88003061      	2022	Q04	         5.3	
PRS88003061      	2022	Q05	         8.4	
PRS88003061      	2023	Q01	         5.9	
PRS88003061      	2023	Q02	         6.0	
PRS88003061      	2023	Q03	         4.8	
PRS88003061      	2023	Q04	         5.7	
PRS88003061      	2023	Q05	         5.6	
PRS88003061      	2024	Q01	         6.7	
PRS88003061      	2024	Q02	         5.9	
PRS88003061      	2024	Q03	         5.0	R
PRS88003062      	1995	Q01	         5.3	
PRS88003062      	1995	Q02	         3.9	
PRS88003062      	1995	Q03	         5.1	
PRS88003062      	1995	Q04	         4.8	
PRS88003062      	1995	Q05	         5.2	
PRS88003062      	1996	Q01	         4.9	
PRS88003062      	1996	Q02	         7.7	
PRS88003062      	1996	Q03	         6.5	
PRS88003062      	1996	Q04	         6.3	
PRS88003062      	1996	Q05	         5.7	
PRS88003062      	1997	Q01	         8.1	
PRS88003062      	1997	Q02	         6.5	
PRS88003062      	1997	Q03	         7.6	
PRS88003062      	1997	Q04	        10.0	
PRS88003062      	1997	Q05	         7.3	
PRS88003062      	1998	Q01	         8.3	
PRS88003062      	1998	Q02	         7.6	
PRS88003062      	1998	Q03	         7.3	
PRS88003062      	1998	Q04	         7.0	
PRS88003062      	1998	Q05	         8.1	
PRS88003062      	1999	Q01	         8.8	
PRS88003062      	1999	Q02	         3.8	
PRS88003062      	1999	Q03	         5.7	
PRS88003062      	1999	Q04	        10.7	
PRS88003062      	1999	Q05	         7.0	
PRS88003062      	2000	Q01	        17.1	
PRS88003062      	2000	Q02	         2.2	
PRS88003062      	2000	Q03	         8.6	
PRS88003062      	2000	Q04	         2.0	
PRS88003062      	2000	Q05	         8.7	
PRS88003062      	2001	Q01	        -4.3	
PRS88003062      	2001	Q02	        -2.2	
PRS88003062      	2001	Q03	        -3.0	
PRS88003062      	2001	Q04	        -0.9	
PRS88003062      	2001	Q05	        -0.4	
PRS88003062      	2002	Q01	        -4.3	
PRS88003062      	2002	Q02	         3.1	
PRS88003062      	2002	Q03	         0.2	
PRS88003062      	2002	Q04	         0.5	
PRS88003062      	2002	Q05	        -1.2	
PRS88003062      	2003	Q01	        -2.5	
PRS88003062      	2003	Q02	         4.8	
PRS88003062      	2003	Q03	         4.7	
PRS88003062      	2003	Q04	         6.0	
PRS88003062      	2003	Q05	         1.5	
PRS88003062      	2004	Q01	         1.2	
PRS88003062      	2004	Q02	         6.9	
PRS88003062      	2004	Q03	         7.4	
PRS88003062      	2004	Q04	         2.2	
PRS88003062      	2004	Q05	         4.6	
PRS88003062      	2005	Q01	         3.8	
PRS88003062      	2005	Q02	         3.7	
PRS88003062      	2005	Q03	         6.1	
PRS88003062      	2005	Q04	         4.4	
PRS88003062      	2005	Q05	         4.5	
PRS88003062      	2006	Q01	         9.0	
PRS88003062      	2006	Q02	         1.9	
PRS88003062      	2006	Q03	         2.1	
PRS88003062      	2006	Q04	         6.7	
PRS88003062      	2006	Q05	         5.1	
PRS88003062      	2007	Q01	         8.9	
PRS88003062      	2007	Q02	         1.1	
PRS88003062      	2007	Q03	         0.8	
PRS88003062      	2007	Q04	         3.7	
PRS88003062      	2007	Q05	         4.4	
PRS88003062      	2008	Q01	         3.4	
PRS88003062      	2008	Q02	        -1.1	
PRS88003062      	2008	Q03	        -0.1	
PRS88003062      	2008	Q04	        -2.3	
PRS88003062      	2008	Q05	         1.3	
PRS88003062      	2009	Q01	       -21.3	
PRS88003062      	2009	Q02	         0.8	
PRS88003062      	2009	Q03	        -1.2	
PRS88003062      	2009	Q04	         2.3	
PRS88003062      	2009	Q05	        -6.2	
PRS88003062      	2010	Q01	        -2.3	
PRS88003062      	2010	Q02	         7.2	
PRS88003062      	2010	Q03	         4.0	
PRS88003062      	2010	Q04	         3.0	
PRS88003062      	2010	Q05	         1.8	
PRS88003062      	2011	Q01	        11.5	
PRS88003062      	2011	Q02	         1.3	
PRS88003062      	2011	Q03	         4.2	
PRS88003062      	2011	Q04	        -1.9	
PRS88003062      	2011	Q05	         4.9	
PRS88003062      	2012	Q01	        15.4	
PRS88003062      	2012	Q02	         4.3	
PRS88003062      	2012	Q03	         0.5	
PRS88003062      	2012	Q04	         9.7	
PRS88003062      	2012	Q05	         5.4	
PRS88003062      	2013	Q01	         0.7	
PRS88003062      	2013	Q02	         4.1	
PRS88003062      	2013	Q03	         1.7	
PRS88003062      	2013	Q04	         5.3	
PRS88003062      	2013	Q05	         3.6	
PRS88003062      	2014	Q01	         8.2	
PRS88003062      	2014	Q02	         4.0	
PRS88003062      	2014	Q03	         5.6	
PRS88003062      	2014	Q04	         7.5	
PRS88003062      	2014	Q05	         5.4	
PRS88003062      	2015	Q01	         5.7	
PRS88003062      	2015	Q02	         4.5	
PRS88003062      	2015	Q03	         4.4	
PRS88003062      	2015	Q04	         3.3	
PRS88003062      	2015	Q05	         5.4	
PRS88003062      	2016	Q01	        -0.2	
PRS88003062      	2016	Q02	         2.6	
PRS88003062      	2016	Q03	         4.0	
PRS88003062      	2016	Q04	         5.7	
PRS88003062      	2016	Q05	         2.7	
PRS88003062      	2017	Q01	         6.0	
PRS88003062      	2017	Q02	         4.2	
PRS88003062      	2017	Q03	         5.4	
PRS88003062      	2017	Q04	         6.7	
PRS88003062      	2017	Q05	         5.1	
PRS88003062      	2018	Q01	         6.8	
PRS88003062      	2018	Q02	         3.7	
PRS88003062      	2018	Q03	         6.1	
PRS88003062      	2018	Q04	         3.9	
PRS88003062      	2018	Q05	         5.6	
PRS88003062      	2019	Q01	         9.0	
PRS88003062      	2019	Q02	         2.7	
PRS88003062      	2019	Q03	         1.6	
PRS88003062      	2019	Q04	         4.7	
PRS88003062      	2019	Q05	         4.9	
PRS88003062      	2020	Q01	         2.8	
PRS88003062      	2020	Q02	       -26.5	
PRS88003062      	2020	Q03	        25.1	
PRS88003062      	2020	Q04	        19.0	
PRS88003062      	2020	Q05	         0.1	
PRS88003062      	2021	Q01	         4.0	
PRS88003062      	2021	Q02	        13.4	
PRS88003062      	2021	Q03	        13.5	
PRS88003062      	2021	Q04	        12.6	
PRS88003062      	2021	Q05	        10.3	
PRS88003062      	2022	Q01	         5.9	
PRS88003062      	2022	Q02	         4.8	
PRS88003062      	2022	Q03	        10.0	
PRS88003062      	2022	Q04	         0.7	
PRS88003062      	2022	Q05	         8.4	
PRS88003062      	2023	Q01	         8.2	
PRS88003062      	2023	Q02	         5.3	
PRS88003062      	2023	Q03	         5.0	
PRS88003062      	2023	Q04	         4.3	
PRS88003062      	2023	Q05	         5.6	
PRS88003062      	2024	Q01	        12.3	
PRS88003062      	2024	Q02	         2.2	
PRS88003062      	2024	Q03	         1.7	R
